dry_kg,prop_kg,wet_kg,prop_dry_ratio,n_engines,engine,propellant,propellant_key,propellant_estimated,anchor,thrust_mN_per_kg,power_W_per_kg,thrust_mN_per_W,buildable,build_why,lifetime_ok,lifetime_why,prop_per_thruster_kg,throughput_margin_kg,mission_ignitions,payload_capacity_kg,min_dry_kg,eol_factor,belt_days,bol_power_W,array_kg,pcdu_kg,thruster_sys_kg,tank_kg,fixed_bus_kg,build_cost_musd,success,why,margin_kms,dv_short_kms,prop_margin_kg,capability_kms,escape_dv_kms,cruise_dv_kms,total_dv_kms,spiral_tof_days,cruise_tof_days,total_tof_days,power_limited,power_required_W,power_available_end_W,n_converged,elapsed_s
650.0,400.0,1050.0,0.6154,1,nstar,Xenon,xenon,False,False,0.0883,2.2143,0.0399,True,fits - 250 kg for payload + margin; lifetime caution - propellant throughput 400 kg/thruster exceeds the 235 kg qualified (165 kg over),False,propellant throughput 400 kg/thruster exceeds the 235 kg qualified (165 kg over),400.0,-165.0,0.0,249.71,247.25,0.98,0.0,10300.0,110.03,10.3,8.3,24.66,84.5,63.98,True,ok,7.9469301334,0.0,192.691012084,14.7062977218,0.0,6.75936758839,6.75936758839,0.0,1368.00449376,1368.00449376,False,0.0,0.0,1,116.3
700.0,400.0,1100.0,0.5714,1,nstar,Xenon,xenon,False,False,0.0843,2.1136,0.0399,True,fits - 281 kg for payload + margin; lifetime caution - propellant throughput 400 kg/thruster exceeds the 235 kg qualified (165 kg over),False,propellant throughput 400 kg/thruster exceeds the 235 kg qualified (165 kg over),400.0,-165.0,0.0,280.71,247.25,0.98,0.0,10300.0,110.03,10.3,8.3,24.66,91.0,67.54,True,ok,7.17896297287,0.0,184.645203776,13.8603021503,0.0,6.68133917744,6.68133917744,0.0,1368.01557205,1368.01557205,False,0.0,0.0,1,93.7
750.0,400.0,1150.0,0.5333,1,nstar,Xenon,xenon,False,False,0.0806,2.0217,0.0399,True,fits - 312 kg for payload + margin; lifetime caution - propellant throughput 400 kg/thruster exceeds the 235 kg qualified (165 kg over),False,propellant throughput 400 kg/thruster exceeds the 235 kg qualified (165 kg over),400.0,-165.0,0.0,311.71,247.25,0.98,0.0,10300.0,110.03,10.3,8.3,24.66,97.5,71.1,True,ok,6.00354261271,0.0,162.491258763,13.1077393627,0.0,7.10419674999,7.10419674999,0.0,1367.68753374,1367.68753374,False,0.0,0.0,1,114.2
800.0,400.0,1200.0,0.5,1,nstar,Xenon,xenon,False,False,0.0772,1.9375,0.0399,True,fits - 343 kg for payload + margin; lifetime caution - propellant throughput 400 kg/thruster exceeds the 235 kg qualified (165 kg over),False,propellant throughput 400 kg/thruster exceeds the 235 kg qualified (165 kg over),400.0,-165.0,0.0,342.71,247.25,0.98,0.0,10300.0,110.03,10.3,8.3,24.66,104.0,74.67,True,ok,5.28761041634,0.0,151.373469642,12.4337475164,0.0,7.14613710005,7.14613710005,0.0,1360.00445707,1360.00445707,False,0.0,0.0,1,107.4
850.0,400.0,1250.0,0.4706,1,nstar,Xenon,xenon,False,False,0.0742,1.86,0.0399,True,fits - 374 kg for payload + margin; lifetime caution - propellant throughput 400 kg/thruster exceeds the 235 kg qualified (165 kg over),False,propellant throughput 400 kg/thruster exceeds the 235 kg qualified (165 kg over),400.0,-165.0,0.0,373.71,247.25,0.98,0.0,10300.0,110.03,10.3,8.3,24.66,110.5,78.23,True,ok,4.83140753418,0.0,145.560625292,11.8264921372,0.0,6.99508460305,6.99508460305,0.0,1369.63441659,1369.63441659,False,0.0,0.0,1,100.8
650.0,450.0,1100.0,0.6923,1,nstar,Xenon,xenon,False,False,0.0843,2.1136,0.0399,True,fits - 247 kg for payload + margin; lifetime caution - propellant throughput 450 kg/thruster exceeds the 235 kg qualified (215 kg over),False,propellant throughput 450 kg/thruster exceeds the 235 kg qualified (215 kg over),450.0,-215.0,0.0,247.47,250.86,0.98,0.0,10300.0,110.03,10.3,8.3,26.9,84.5,64.52,True,ok,9.45151317826,0.0,234.645203776,16.1328523557,0.0,6.68133917744,6.68133917744,0.0,1368.01557205,1368.01557205,False,0.0,0.0,1,103.2
700.0,450.0,1150.0,0.6429,1,nstar,Xenon,xenon,False,False,0.0806,2.0217,0.0399,True,fits - 278 kg for payload + margin; lifetime caution - propellant throughput 450 kg/thruster exceeds the 235 kg qualified (215 kg over),False,propellant throughput 450 kg/thruster exceeds the 235 kg qualified (215 kg over),450.0,-215.0,0.0,278.47,250.86,0.98,0.0,10300.0,110.03,10.3,8.3,26.9,91.0,68.09,True,ok,8.119236238,0.0,212.491258763,15.223432988,0.0,7.10419674999,7.10419674999,0.0,1367.68753374,1367.68753374,False,0.0,0.0,1,112.5
750.0,450.0,1200.0,0.6,1,nstar,Xenon,xenon,False,False,0.0772,1.9375,0.0399,True,fits - 309 kg for payload + margin; lifetime caution - propellant throughput 450 kg/thruster exceeds the 235 kg qualified (215 kg over),False,propellant throughput 450 kg/thruster exceeds the 235 kg qualified (215 kg over),450.0,-215.0,0.0,309.47,250.86,0.98,0.0,10300.0,110.03,10.3,8.3,26.9,97.5,71.65,True,ok,7.2667096307,0.0,201.373469642,14.4128467308,0.0,7.14613710005,7.14613710005,0.0,1360.00445707,1360.00445707,False,0.0,0.0,1,108.4
800.0,450.0,1250.0,0.5625,1,nstar,Xenon,xenon,False,False,0.0742,1.86,0.0399,True,fits - 340 kg for payload + margin; lifetime caution - propellant throughput 450 kg/thruster exceeds the 235 kg qualified (215 kg over),False,propellant throughput 450 kg/thruster exceeds the 235 kg qualified (215 kg over),450.0,-215.0,0.0,340.47,250.86,0.98,0.0,10300.0,110.03,10.3,8.3,26.9,104.0,75.21,True,ok,6.69048548163,0.0,195.560625292,13.6855700847,0.0,6.99508460305,6.99508460305,0.0,1369.63441659,1369.63441659,False,0.0,0.0,1,108.3
850.0,450.0,1300.0,0.5294,1,nstar,Xenon,xenon,False,False,0.0713,1.7885,0.0399,True,fits - 371 kg for payload + margin; lifetime caution - propellant throughput 450 kg/thruster exceeds the 235 kg qualified (215 kg over),False,propellant throughput 450 kg/thruster exceeds the 235 kg qualified (215 kg over),450.0,-215.0,0.0,371.47,250.86,0.98,0.0,10300.0,110.03,10.3,8.3,26.9,110.5,78.77,True,ok,6.24776808644,0.0,192.786453068,13.0292107806,0.0,6.78144269417,6.78144269417,0.0,1368.99496236,1368.99496236,False,0.0,0.0,1,106.5
650.0,500.0,1150.0,0.7692,1,nstar,Xenon,xenon,False,False,0.0806,2.0217,0.0399,True,fits - 245 kg for payload + margin; lifetime caution - propellant throughput 500 kg/thruster exceeds the 235 kg qualified (265 kg over),False,propellant throughput 500 kg/thruster exceeds the 235 kg qualified (265 kg over),500.0,-265.0,0.0,245.23,254.46,0.98,0.0,10300.0,110.03,10.3,8.3,29.13,84.5,65.07,True,ok,10.3917864434,0.0,262.491258763,17.4959831934,0.0,7.10419674999,7.10419674999,0.0,1367.68753374,1367.68753374,False,0.0,0.0,1,110.4
700.0,500.0,1200.0,0.7143,1,nstar,Xenon,xenon,False,False,0.0772,1.9375,0.0399,True,fits - 276 kg for payload + margin; lifetime caution - propellant throughput 500 kg/thruster exceeds the 235 kg qualified (265 kg over),False,propellant throughput 500 kg/thruster exceeds the 235 kg qualified (265 kg over),500.0,-265.0,0.0,276.23,254.46,0.98,0.0,10300.0,110.03,10.3,8.3,29.13,91.0,68.63,True,ok,9.38240325598,0.0,251.373469642,16.528540356,0.0,7.14613710005,7.14613710005,0.0,1360.00445707,1360.00445707,False,0.0,0.0,1,107.6
750.0,500.0,1250.0,0.6667,1,nstar,Xenon,xenon,False,False,0.0742,1.86,0.0399,True,fits - 307 kg for payload + margin; lifetime caution - propellant throughput 500 kg/thruster exceeds the 235 kg qualified (265 kg over),False,propellant throughput 500 kg/thruster exceeds the 235 kg qualified (265 kg over),500.0,-265.0,0.0,307.23,254.46,0.98,0.0,10300.0,110.03,10.3,8.3,29.13,97.5,72.19,True,ok,8.66958469598,0.0,245.560625292,15.664669299,0.0,6.99508460305,6.99508460305,0.0,1369.63441659,1369.63441659,False,0.0,0.0,1,115.2
800.0,500.0,1300.0,0.625,1,nstar,Xenon,xenon,False,False,0.0713,1.7885,0.0399,True,fits - 338 kg for payload + margin; lifetime caution - propellant throughput 500 kg/thruster exceeds the 235 kg qualified (265 kg over),False,propellant throughput 500 kg/thruster exceeds the 235 kg qualified (265 kg over),500.0,-265.0,0.0,338.23,254.46,0.98,0.0,10300.0,110.03,10.3,8.3,29.13,104.0,75.76,True,ok,8.10684603388,0.0,242.786453068,14.8882887281,0.0,6.78144269417,6.78144269417,0.0,1368.99496236,1368.99496236,False,0.0,0.0,1,108.6
850.0,500.0,1350.0,0.5882,1,nstar,Xenon,xenon,False,False,0.0687,1.7222,0.0399,True,fits - 369 kg for payload + margin; lifetime caution - propellant throughput 500 kg/thruster exceeds the 235 kg qualified (265 kg over),False,propellant throughput 500 kg/thruster exceeds the 235 kg qualified (265 kg over),500.0,-265.0,0.0,369.23,254.46,0.98,0.0,10300.0,110.03,10.3,8.3,29.13,110.5,79.32,True,ok,7.47332258868,0.0,235.128883272,14.1865328286,0.0,6.71321023997,6.71321023997,0.0,1369.38718736,1369.38718736,False,0.0,0.0,1,96.3
650.0,300.0,950.0,0.4615,2,nstar,Xenon,xenon,False,False,0.1952,4.8947,0.0399,True,fits - 246 kg for payload + margin,True,within limits - throughput 150/235 kg per thruster,150.0,85.0,0.0,245.88,253.42,0.98,0.0,10300.0,110.03,10.3,16.6,20.19,84.5,69.14,True,ok,4.47033103652,0.0,98.5718912588,11.6371989772,0.0,7.16686794069,7.16686794069,0.0,1369.96579163,1369.96579163,False,0.0,0.0,1,193.5
700.0,300.0,1000.0,0.4286,2,nstar,Xenon,xenon,False,False,0.1854,4.65,0.0399,True,fits - 277 kg for payload + margin,True,within limits - throughput 150/235 kg per thruster,150.0,85.0,0.0,276.88,253.42,0.98,0.0,10300.0,110.03,10.3,16.6,20.19,91.0,72.7,True,ok,4.16423372736,0.0,98.7426500162,10.937577882,0.0,6.77334415462,6.77334415462,0.0,1352.20465413,1352.20465413,False,0.0,0.0,1,189.3
750.0,300.0,1050.0,0.4,2,nstar,Xenon,xenon,False,False,0.1766,4.4286,0.0399,True,fits - 308 kg for payload + margin,True,within limits - throughput 150/235 kg per thruster,150.0,85.0,0.0,307.88,253.42,0.98,0.0,10300.0,110.03,10.3,16.6,20.19,97.5,76.27,True,ok,2.74772010236,0.0,66.9615310707,10.3180538911,0.0,7.57033378876,7.57033378876,0.0,1367.25894614,1367.25894614,False,0.0,0.0,1,169.2
800.0,300.0,1100.0,0.375,2,nstar,Xenon,xenon,False,False,0.1685,4.2273,0.0399,True,fits - 339 kg for payload + margin,True,within limits - throughput 150/235 kg per thruster,150.0,85.0,0.0,338.88,253.42,0.98,0.0,10300.0,110.03,10.3,16.6,20.19,104.0,79.83,True,ok,2.19198307592,0.0,55.962030316,9.76550931067,0.0,7.57352623475,7.57352623475,0.0,1371.84153117,1371.84153117,False,0.0,0.0,1,132.0
850.0,300.0,1150.0,0.3529,2,nstar,Xenon,xenon,False,False,0.1612,4.0435,0.0399,True,fits - 370 kg for payload + margin,True,within limits - throughput 150/235 kg per thruster,150.0,85.0,0.0,369.88,253.42,0.98,0.0,10300.0,110.03,10.3,16.6,20.19,110.5,83.39,True,ok,2.08646891174,0.0,57.1765590554,9.2695622009,0.0,7.18309328916,7.18309328916,0.0,1323.48392231,1323.48392231,False,0.0,0.0,1,137.9
650.0,350.0,1000.0,0.5385,2,nstar,Xenon,xenon,False,False,0.1854,4.65,0.0399,True,fits - 244 kg for payload + margin,True,within limits - throughput 175/235 kg per thruster,175.0,60.0,0.0,243.64,257.03,0.98,0.0,10300.0,110.03,10.3,16.6,22.42,84.5,69.69,True,ok,6.43678393275,0.0,148.742650016,13.2101280874,0.0,6.77334415462,6.77334415462,0.0,1352.20465413,1352.20465413,False,0.0,0.0,1,178.3
700.0,350.0,1050.0,0.5,2,nstar,Xenon,xenon,False,False,0.1766,4.4286,0.0399,True,fits - 275 kg for payload + margin,True,within limits - throughput 175/235 kg per thruster,175.0,60.0,0.0,274.64,257.03,0.98,0.0,10300.0,110.03,10.3,16.6,22.42,91.0,73.25,True,ok,4.86341372764,0.0,116.961531071,12.4337475164,0.0,7.57033378876,7.57033378876,0.0,1367.25894614,1367.25894614,False,0.0,0.0,1,159.7
750.0,350.0,1100.0,0.4667,2,nstar,Xenon,xenon,False,False,0.1685,4.2273,0.0399,True,fits - 306 kg for payload + margin,True,within limits - throughput 175/235 kg per thruster,175.0,60.0,0.0,305.64,257.03,0.98,0.0,10300.0,110.03,10.3,16.6,22.42,97.5,76.81,True,ok,4.17108229028,0.0,105.962030316,11.744608525,0.0,7.57352623475,7.57352623475,0.0,1371.84153117,1371.84153117,False,0.0,0.0,1,136.9
800.0,350.0,1150.0,0.4375,2,nstar,Xenon,xenon,False,False,0.1612,4.0435,0.0399,True,fits - 337 kg for payload + margin,True,within limits - throughput 175/235 kg per thruster,175.0,60.0,0.0,336.64,257.03,0.98,0.0,10300.0,110.03,10.3,16.6,22.42,104.0,80.37,True,ok,3.94554685919,0.0,107.176559055,11.1286401483,0.0,7.18309328916,7.18309328916,0.0,1323.48392231,1323.48392231,False,0.0,0.0,1,129.0
850.0,350.0,1200.0,0.4118,2,nstar,Xenon,xenon,False,False,0.1545,3.875,0.0399,True,fits - 368 kg for payload + margin,True,within limits - throughput 175/235 kg per thruster,175.0,60.0,0.0,367.64,257.03,0.98,0.0,10300.0,110.03,10.3,16.6,22.42,110.5,83.94,True,ok,3.70290636132,0.0,107.076309956,10.5746695689,0.0,6.87176320763,6.87176320763,0.0,1322.12474239,1322.12474239,False,0.0,0.0,1,125.7
650.0,400.0,1050.0,0.6154,2,nstar,Xenon,xenon,False,False,0.1766,4.4286,0.0399,True,fits - 241 kg for payload + margin,True,within limits - throughput 200/235 kg per thruster,200.0,35.0,0.0,241.41,260.64,0.98,0.0,10300.0,110.03,10.3,16.6,24.66,84.5,70.23,True,ok,7.13596393303,0.0,166.961531071,14.7062977218,0.0,7.57033378876,7.57033378876,0.0,1367.25894614,1367.25894614,False,0.0,0.0,1,173.3
700.0,400.0,1100.0,0.5714,2,nstar,Xenon,xenon,False,False,0.1685,4.2273,0.0399,True,fits - 272 kg for payload + margin,True,within limits - throughput 200/235 kg per thruster,200.0,35.0,0.0,272.41,260.64,0.98,0.0,10300.0,110.03,10.3,16.6,24.66,91.0,73.79,True,ok,6.28677591556,0.0,155.962030316,13.8603021503,0.0,7.57352623475,7.57352623475,0.0,1371.84153117,1371.84153117,False,0.0,0.0,1,137.3
750.0,400.0,1150.0,0.5333,2,nstar,Xenon,xenon,False,False,0.1612,4.0435,0.0399,True,fits - 303 kg for payload + margin,True,within limits - throughput 200/235 kg per thruster,200.0,35.0,0.0,303.41,260.64,0.98,0.0,10300.0,110.03,10.3,16.6,24.66,97.5,77.35,True,ok,5.92464607355,0.0,157.176559055,13.1077393627,0.0,7.18309328916,7.18309328916,0.0,1323.48392231,1323.48392231,False,0.0,0.0,1,136.2
800.0,400.0,1200.0,0.5,2,nstar,Xenon,xenon,False,False,0.1545,3.875,0.0399,True,fits - 334 kg for payload + margin,True,within limits - throughput 200/235 kg per thruster,200.0,35.0,0.0,334.41,260.64,0.98,0.0,10300.0,110.03,10.3,16.6,24.66,104.0,80.92,True,ok,5.56198430877,0.0,157.076309956,12.4337475164,0.0,6.87176320763,6.87176320763,0.0,1322.12474239,1322.12474239,False,0.0,0.0,1,129.2
850.0,400.0,1250.0,0.4706,2,nstar,Xenon,xenon,False,False,0.1483,3.72,0.0399,True,fits - 365 kg for payload + margin,True,within limits - throughput 200/235 kg per thruster,200.0,35.0,0.0,365.41,260.64,0.98,0.0,10300.0,110.03,10.3,16.6,24.66,110.5,84.48,True,ok,4.53236594312,0.0,132.533541559,11.8264921372,0.0,7.29412619412,7.29412619412,0.0,1344.38045537,1344.38045537,False,0.0,0.0,1,110.0
650.0,450.0,1100.0,0.6923,2,nstar,Xenon,xenon,False,False,0.1685,4.2273,0.0399,True,fits - 239 kg for payload + margin,True,within limits - throughput 225/235 kg per thruster,225.0,10.0,0.0,239.17,264.24,0.98,0.0,10300.0,110.03,10.3,16.6,26.9,84.5,70.77,True,ok,8.55932612096,0.0,205.962030316,16.1328523557,0.0,7.57352623475,7.57352623475,0.0,1371.84153117,1371.84153117,False,0.0,0.0,1,134.3
700.0,450.0,1150.0,0.6429,2,nstar,Xenon,xenon,False,False,0.1612,4.0435,0.0399,True,fits - 270 kg for payload + margin,True,within limits - throughput 225/235 kg per thruster,225.0,10.0,0.0,270.17,264.24,0.98,0.0,10300.0,110.03,10.3,16.6,26.9,91.0,74.34,True,ok,8.04033969883,0.0,207.176559055,15.223432988,0.0,7.18309328916,7.18309328916,0.0,1323.48392231,1323.48392231,False,0.0,0.0,1,127.3
750.0,450.0,1200.0,0.6,2,nstar,Xenon,xenon,False,False,0.1545,3.875,0.0399,True,fits - 301 kg for payload + margin,True,within limits - throughput 225/235 kg per thruster,225.0,10.0,0.0,301.17,264.24,0.98,0.0,10300.0,110.03,10.3,16.6,26.9,97.5,77.9,True,ok,7.54108352312,0.0,207.076309956,14.4128467308,0.0,6.87176320763,6.87176320763,0.0,1322.12474239,1322.12474239,False,0.0,0.0,1,118.8
800.0,450.0,1250.0,0.5625,2,nstar,Xenon,xenon,False,False,0.1483,3.72,0.0399,True,fits - 332 kg for payload + margin,True,within limits - throughput 225/235 kg per thruster,225.0,10.0,0.0,332.17,264.24,0.98,0.0,10300.0,110.03,10.3,16.6,26.9,104.0,81.46,True,ok,6.39144389056,0.0,182.533541559,13.6855700847,0.0,7.29412619412,7.29412619412,0.0,1344.38045537,1344.38045537,False,0.0,0.0,1,109.3
850.0,450.0,1300.0,0.5294,2,nstar,Xenon,xenon,False,False,0.1426,3.5769,0.0399,True,fits - 363 kg for payload + margin,True,within limits - throughput 225/235 kg per thruster,225.0,10.0,0.0,363.17,264.24,0.98,0.0,10300.0,110.03,10.3,16.6,26.9,110.5,85.02,True,ok,5.02136855674,0.0,148.089102728,13.0292107806,0.0,8.00784222387,8.00784222387,0.0,1369.28058985,1369.28058985,False,0.0,0.0,1,119.9
650.0,500.0,1150.0,0.7692,2,nstar,Xenon,xenon,False,False,0.1612,4.0435,0.0399,True,fits - 237 kg for payload + margin; lifetime caution - propellant throughput 250 kg/thruster exceeds the 235 kg qualified (15 kg over),False,propellant throughput 250 kg/thruster exceeds the 235 kg qualified (15 kg over),250.0,-15.0,0.0,236.93,267.85,0.98,0.0,10300.0,110.03,10.3,16.6,29.13,84.5,71.32,True,ok,10.3128899042,0.0,257.176559055,17.4959831934,0.0,7.18309328916,7.18309328916,0.0,1323.48392231,1323.48392231,False,0.0,0.0,1,133.4
700.0,500.0,1200.0,0.7143,2,nstar,Xenon,xenon,False,False,0.1545,3.875,0.0399,True,fits - 268 kg for payload + margin; lifetime caution - propellant throughput 250 kg/thruster exceeds the 235 kg qualified (15 kg over),False,propellant throughput 250 kg/thruster exceeds the 235 kg qualified (15 kg over),250.0,-15.0,0.0,267.93,267.85,0.98,0.0,10300.0,110.03,10.3,16.6,29.13,91.0,74.88,True,ok,9.65677714841,0.0,257.076309956,16.528540356,0.0,6.87176320763,6.87176320763,0.0,1322.12474239,1322.12474239,False,0.0,0.0,1,97.4
750.0,500.0,1250.0,0.6667,2,nstar,Xenon,xenon,False,False,0.1483,3.72,0.0399,True,fits - 299 kg for payload + margin; lifetime caution - propellant throughput 250 kg/thruster exceeds the 235 kg qualified (15 kg over),False,propellant throughput 250 kg/thruster exceeds the 235 kg qualified (15 kg over),250.0,-15.0,0.0,298.93,267.85,0.98,0.0,10300.0,110.03,10.3,16.6,29.13,97.5,78.44,True,ok,8.37054310492,0.0,232.533541559,15.664669299,0.0,7.29412619412,7.29412619412,0.0,1344.38045537,1344.38045537,False,0.0,0.0,1,90.7
800.0,500.0,1300.0,0.625,2,nstar,Xenon,xenon,False,False,0.1426,3.5769,0.0399,True,fits - 330 kg for payload + margin; lifetime caution - propellant throughput 250 kg/thruster exceeds the 235 kg qualified (15 kg over),False,propellant throughput 250 kg/thruster exceeds the 235 kg qualified (15 kg over),250.0,-15.0,0.0,329.93,267.85,0.98,0.0,10300.0,110.03,10.3,16.6,29.13,104.0,82.01,True,ok,6.88044650418,0.0,198.089102728,14.8882887281,0.0,8.00784222387,8.00784222387,0.0,1369.28058985,1369.28058985,False,0.0,0.0,1,74.2
850.0,500.0,1350.0,0.5882,2,nstar,Xenon,xenon,False,False,0.1373,3.4444,0.0399,True,fits - 361 kg for payload + margin; lifetime caution - propellant throughput 250 kg/thruster exceeds the 235 kg qualified (15 kg over),False,propellant throughput 250 kg/thruster exceeds the 235 kg qualified (15 kg over),250.0,-15.0,0.0,360.93,267.85,0.98,0.0,10300.0,110.03,10.3,16.6,29.13,110.5,85.57,True,ok,5.79876133424,0.0,173.823967714,14.1865328286,0.0,8.38777149441,8.38777149441,0.0,1364.39576513,1364.39576513,False,0.0,0.0,1,63.9
